﻿Wskaźnik;Jednostka;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997
na kulturę;zł;0;0;0;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,02;0,02;0,03;0,04;0,05;0,06;0,06;0,09;0,18;0,6;3,61;5,99;6,84;7,72;9,43;11,65;15,58;19,86
na sport i wypoczynek;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,03;0,04;0,08;0,22;1,04;2;2,5;3,14;4,33;6,41;7,63;10,55
na transport i łączność;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,03;0,04;0,05;0,06;0,06;0,07;0,09;0,17;0,58;3,47;7,62;10,7;16,93;20,68;26,12;39,34;45,93
inne;zł;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0;0;0;0;0;0;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,03;0,03;0,04;0,07;0,2;1,41;3,45;8,65;4,93;6,49;7,13;9,89;13,21
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,68;8,5;11,24;14,05;19,13
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym pracowników na stanowiskach robotniczych;zł;0,08;0,07;0,08;0,09;0,09;0,09;0,09;0,09;0,1;0,1;0,1;0,11;0,11;0,12;0,13;.;0,13;0,15;0,17;0,19;.;0,24;0,25;0,29;0,35;0,6;0,69;0,82;0,94;1,1;1,36;2,35;8,42;43,27;76,11;106,69;142,59;185,49;234,68;298,7;353,49
gospodarstwa 1-osobowe;zł;0,15;0,15;0,17;0,17;0,18;0,19;0,18;0,19;0,19;0,18;0,18;0,2;0,21;0,21;0,22;.;0,24;0,26;0,28;0,31;.;0,36;0,42;0,5;0,6;.;1,2;1,48;1,67;2,03;2,51;4,32;14,11;80,08;141,51;206,5;292,68;367,79;511,67;642,33;748,42
gospodarstwa 2-osobowe;zł;0,11;0,1;0,12;0,12;0,13;0,13;0,13;0,13;0,14;0,13;0,13;0,14;0,15;0,15;0,17;.;0,18;0,21;0,23;0,26;.;0,33;0,36;0,4;0,49;.;0,96;1,15;1,36;1,57;1,98;3,26;11,53;62,41;112,51;162,72;219,7;296,38;358,91;465,01;558,88
gospodarstwa 3-osobowe;zł;0,08;0,09;0,09;0,1;0,1;0,11;0,1;0,11;0,12;0,11;0,11;0,12;0,13;0,13;0,14;.;0,16;0,18;0,21;0,23;.;0,28;0,3;0,34;0,42;.;0,83;0,98;1,11;1,31;1,65;2,84;10,22;52,36;92,67;132,88;175,51;226,04;288,54;369,01;427,38
gospodarstwa 4-osobowe;zł;0,07;0,07;0,08;0,08;0,08;0,09;0,08;0,09;0,09;0,09;0,09;0,1;0,11;0,11;0,12;.;0,13;0,15;0,17;0,19;.;0,23;0,25;0,28;0,34;.;0,68;0,81;0,91;1,08;1,35;2,35;8,48;42,85;75,19;105,78;139,66;182,41;231,13;287,82;343,65
gospodarstwa 5-osobowe;zł;0,07;0,06;0,06;0,07;0,07;0,07;0,07;0,07;0,08;0,08;0,08;0,08;0,09;0,09;0,1;.;0,11;0,13;0,15;0,16;.;0,19;0,2;0,23;0,28;.;0,58;0,66;0,77;0,89;1,11;1,94;7;35,78;62,06;86,72;113,37;148,31;193,35;242,3;279,54
gospodarstwa 6-osobowe i większe;zł;0,05;0,05;0,05;0,06;0,06;0,06;0,06;0,06;0,07;0,06;0,07;0,07;0,07;0,07;0,08;.;0,09;0,1;0,11;0,13;.;0,16;0,18;0,2;0,25;.;0,49;0,58;0,66;0,76;0,92;1,62;5,7;29,57;52,75;67,04;97,54;120,98;151,27;192,83;229,36
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;138,64;179,44;226,95;288,64;340,93
na żywność;zł;0,04;0,04;0,04;0,04;0,05;0,05;0,04;0,05;0,05;0,05;0,05;0,05;0,05;0,06;0,06;.;0,06;0,07;0,07;0,08;.;0,1;0,1;0,12;0,14;0,31;0,34;0,4;0,46;0,53;0,64;1,01;4,1;22,3;34,85;45,49;60,94;75,98;95,6;116,78;133,55
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,03;0,03;0,04;0,05;0,05;0,08;0,35;2,82;3,77;5,54;8,14;9,3;12,11;16,71;19,34
ziemniaki;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,03;0,14;0,4;0,81;1,87;1,7;2,33;4,35;3,15;3,06
strączkowe, warzywa, grzyby i przetwory;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0,01;0,01;.;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,04;0,05;0,06;0,09;0,32;1,55;2,61;3,51;5,32;6,41;7,28;8,89;10,39
owoce i przetwory;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,03;0,04;0,08;0,26;1,3;2,17;2,56;3,17;4;5,17;6,66;7,49
mięso, podroby i przetwory;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;.;0,02;0,02;0,02;0,02;.;0,03;0,03;0,03;0,03;0,1;0,11;0,13;0,15;0,17;0,2;0,3;1,52;8,96;13,05;15,54;20,07;25,57;30,01;35,71;40,7
ryby i przetwory rybne;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,03;0,1;0,49;0,93;1,13;1,45;1,78;2,12;2,71;3,21
tłuszcze jadalne;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,05;0,06;0,08;0,37;1,51;2,25;2,85;3,78;5,03;6,31;7,3;8,22
nabiał i jaja;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,04;0,05;0,05;0,06;0,06;0,07;0,11;0,38;2,08;4,02;5,56;8,1;9,6;11,9;15,23;17,13
cukier, wyroby cukiernicze i miód;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,03;0,04;0,05;0,09;0,33;1,72;2,48;3,16;3,82;4,46;5,9;7,52;7,82
używki, przyprawy i pozostałe towary żywnościowe;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,04;0,05;0,09;0,27;1,12;2,1;3,04;4,37;6,33;9,03;11,01;13,57
żywienie w placówkach gastronomicznych;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,07;0,35;0,65;0,71;1,01;1,17;1,43;1,89;2,63
na napoje alkoholowe;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0,01;0,01;.;0,01;0,01;0,01;0,01;0,03;0,03;0,03;0,03;0,03;0,04;0,07;0,24;0,85;1,46;1,65;1,78;2,16;2,68;3,31;4,06
nieżywnościowe;zł;0,03;0,03;0,04;0,04;0,04;0,04;0,04;0,05;0,05;0,05;0,05;0,05;0,05;0,06;0,06;.;0,07;0,08;0,09;0,1;.;0,13;0,14;0,16;0,2;0,27;0,33;0,39;0,44;0,54;0,68;1,27;4,08;20,12;39,8;59,56;75,92;101,3;128,67;168,55;203,32
towary;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;38,55;52,4;66,57;90,27;107,97
usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;37,37;48,9;62,1;78,28;95,35
na wyroby tytoniowe;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,03;0,12;0,68;1,41;2,19;2,95;3,58;5,51;7,78;9,94
na odzież i obuwie;zł;0,02;0,01;0,02;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,02;.;0,02;0,03;0,03;0,03;.;0,04;0,04;0,05;0,06;0,07;0,1;0,11;0,13;0,15;0,2;0,39;1,41;4,78;7,79;8,5;10,46;13,56;17,02;21,49;25,67
na mieszkanie;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;.;0,02;0,02;0,03;0,03;.;0,04;0,04;0,05;0,05;0,08;0,09;0,11;0,13;0,16;0,19;0,34;0,99;5,57;12,24;20,1;27,48;38,34;48,41;63,11;75,5
na utrzymanie mieszkania;zł;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,02;0,04;0,04;0,05;0,05;0,07;0,09;0,16;0,39;3,15;8,42;15,3;22,45;31,11;39,28;51,7;60,13
opłaty za najem mieszkania;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,11;0,92;2,49;4,25;4,09;4,69;7,23;10,34;13,52
zimna woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,61;2,37;3,07;3,83;4,72
opał;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,04;0,06;0,43;1,17;1,51;2;2,27;3,23;4,68;5,27
centralne ogrzewanie i ciepła woda;zł;.;.;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0,01;0,01;0,02;0,26;0,89;2,63;5,08;8,63;11,01;12,89;15,68
energia elektryczna i gaz;zł;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,03;0,07;0,91;2,72;5,08;6,74;8,64;10,82;13,14;15,07
na wyposażenie mieszkania;zł;0;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;.;0,02;0,02;0,03;0,03;0,04;0,05;0,07;0,07;0,09;0,1;0,18;0,6;2,42;3,82;4,8;5,02;7,23;9,13;11,4;15,37
na naukę;zł;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,1;0,61;1,49;2,21;2,8;4,36;5,79;6,97;8,52
na zdrowie;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,05;0,33;0,97;1,71;3,51;4,91;6,08;8,09;9,73
na higienę osobistą;zł;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,05;0,16;0,98;1,96;3,18;4,87;5,97;7,55;9,72;12,02
na kulturę;zł;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,05;0,05;0,07;0,15;0,49;2,99;4,73;5,31;5,74;7,32;8,68;11,22;13,7
na sport i wypoczynek;zł;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,06;0,16;0,67;1,27;1,45;1,83;2,6;3,85;4,62;5,83
na transport i łączność;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0,01;0,01;0,01;.;0,01;0,01;0,02;0,02;0,03;0,04;0,04;0,04;0,06;0,07;0,14;0,45;2,42;5,21;7,52;11,95;15,19;19,7;27,61;32,12
inne;zł;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,03;0,03;0,04;0,06;0,16;1,09;2,73;7,38;4,34;5,47;6,08;7,95;10,31
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,96;6,05;7,72;10,06;12,57
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym pracowników na stanowiskach nierobotniczych;zł;0,09;0,09;0,09;0,1;0,11;0,12;0,11;0,12;0,12;0,13;0,13;0,14;0,15;0,15;0,16;.;0,18;0,2;0,22;0,24;.;0,31;0,34;0,37;0,44;0,72;0,86;1,03;1,19;1,42;1,78;3,03;11,14;59,05;107,3;152,32;215,28;278,44;356,51;465,57;574,85
gospodarstwa 1-osobowe;zł;.;0,17;0,19;0,19;0,19;0,2;0,21;0,21;0,22;0,21;0,21;0,22;0,23;0,23;0,25;.;0,3;0,34;0,36;0,39;.;0,52;0,58;0,61;0,81;.;1,4;1,77;2,12;2,5;3,27;5,48;19,73;107,12;195,96;284,56;410,83;558,39;689,06;988,28;1200,39
gospodarstwa 2-osobowe;zł;.;0,12;0,14;0,14;0,15;0,16;0,16;0,17;0,18;0,16;0,17;0,18;0,19;0,19;0,2;.;0,24;0,26;0,28;0,3;.;0,39;0,43;0,49;0,57;.;1,13;1,34;1,53;1,86;2,34;3,96;14,69;76,95;149,06;212,58;315,13;410,54;501,94;684,21;841,1
gospodarstwa 3-osobowe;zł;.;0,1;0,1;0,11;0,13;0,14;0,13;0,13;0,14;0,14;0,14;0,15;0,16;0,17;0,17;.;0,2;0,23;0,25;0,26;.;0,33;0,38;0,4;0,47;.;0,93;1,11;1,3;1,56;1,96;3,35;12,36;64,06;118,6;171,93;239,21;314,12;403,51;496,88;613,97
gospodarstwa 4-osobowe;zł;.;0,08;0,08;0,1;0,1;0,1;0,1;0,11;0,11;0,11;0,12;0,13;0,13;0,13;0,15;.;0,17;0,19;0,21;0,22;.;0,28;0,3;0,34;0,4;.;0,77;0,95;1,08;1,28;1,61;2,72;9,84;54,53;98,45;136,32;186,11;238,28;307,55;410,5;494,41
gospodarstwa 5-osobowe;zł;.;0,07;0,07;0,08;0,09;0,09;0,08;0,09;0,09;0,09;0,1;0,1;0,11;0,11;0,11;.;0,14;0,16;0,17;0,19;.;0,23;0,25;0,28;0,33;.;0,68;0,79;0,9;1,07;1,35;2,32;8,7;45,72;80,16;112,41;155,59;201,31;251,44;339,46;389,75
gospodarstwa 6-osobowe i większe;zł;.;0,06;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,08;0,08;0,09;0,09;0,09;0,12;.;0,11;0,14;0,16;0,17;.;0,19;0,19;0,23;0,28;.;0,59;0,68;0,78;0,93;1,12;1,94;6,74;37,56;70,12;92,93;133,15;170,39;209,02;265,26;345,42
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;206,41;265,14;338,15;443,75;544,59
na żywność;zł;0,04;0,04;0,04;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,06;0,06;0,06;0,06;0,07;.;0,07;0,08;0,08;0,09;.;0,11;0,12;0,13;0,15;0,32;0,37;0,44;0,5;0,59;0,72;1,14;4,6;25,62;40,45;52,69;74,35;92,53;117,12;142,67;166,13
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,03;0,03;0,04;0,05;0,05;0,08;0,34;2,73;3,69;5,33;8,06;9,3;12,21;16,57;19,52
ziemniaki;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,03;0,12;0,35;0,71;1,57;1,45;2,1;3,74;2,68;2,66
strączkowe, warzywa, grzyby i przetwory;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,05;0,06;0,07;0,11;0,37;1,83;3,09;4,2;6,51;7,96;9,04;11,18;13,44
owoce i przetwory;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,04;0,06;0,11;0,36;1,95;3,35;3,96;5,42;6,65;8,82;11,48;13,7
mięso, podroby i przetwory;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;.;0,02;0,02;0,02;0,02;.;0,03;0,03;0,04;0,04;0,1;0,11;0,13;0,15;0,18;0,21;0,32;1,64;10,19;14,51;17,55;23,39;29,68;34,56;40,77;45,66
ryby i przetwory rybne;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,03;0,11;0,61;1,11;1,39;1,92;2,19;2,72;3,45;4,31
tłuszcze jadalne;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,05;0,06;0,08;0,4;1,51;2,26;2,93;3,88;5,08;6,63;7,57;8,52
nabiał i jaja;zł;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,05;0,05;0,06;0,06;0,07;0,08;0,12;0,41;2,38;4,62;6,46;9,97;12,08;15,49;19,76;22,83
cukier, wyroby cukiernicze i miód;zł;0;0;0;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,05;0,06;0,1;0,37;1,99;2,93;3,63;4,72;5,42;7,43;9,1;9,95
używki, przyprawy i pozostałe towary żywnościowe;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,04;0,04;0,05;0,07;0,11;0,33;1,39;2,7;3,86;6,16;8,6;12,32;15;18,74
żywienie w placówkach gastronomicznych;zł;0;0;0;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,03;0,03;0,05;0,16;0,7;1,48;1,8;2,86;3,47;4,16;5,08;6,8
na napoje alkoholowe;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0,01;0,01;.;0,01;0,01;0,01;0,01;0,03;0,03;0,03;0,03;0,04;0,04;0,07;0,25;1;1,81;2,01;2,53;3,16;4,14;5,26;6,28
nieżywnościowe;zł;0,04;0,04;0,05;0,06;0,06;0,06;0,06;0,07;0,07;0,07;0,07;0,08;0,08;0,09;0,09;.;0,11;0,12;0,14;0,15;.;0,19;0,22;0,23;0,28;0,37;0,46;0,56;0,65;0,79;1,02;1,82;6,28;32,43;65,05;97,62;129,53;169,45;216,89;295,82;372,18
towary;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;65,58;86,07;108,28;159,97;200,09
usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;63,96;83,38;108,61;135,84;172,09
na wyroby tytoniowe;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,03;0,11;0,68;1,35;1,8;2,86;3,27;4,67;6,82;8,22
na odzież i obuwie;zł;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,03;0,03;0,03;.;0,03;0,03;0,04;0,04;.;0,05;0,05;0,06;0,07;0,09;0,11;0,13;0,16;0,2;0,27;0,49;1,89;6,79;11,46;12,87;16,51;21,84;28,03;35,47;44,23
na mieszkanie;zł;0,01;0,01;0,01;0,01;0,01;0,02;0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,03;0,02;.;0,03;0,03;0,04;0,04;.;0,05;0,05;0,06;0,06;0,09;0,11;0,14;0,16;0,2;0,24;0,43;1,48;7,87;17,12;29,51;40,87;57,3;73,46;97,31;129,54
na utrzymanie mieszkania;zł;0,01;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;.;0,02;0,03;0,03;0,03;0,04;0,05;0,06;0,07;0,09;0,12;0,21;0,62;4,24;10,03;20,37;31,94;44,87;59,17;76,86;100,98
opłaty za najem mieszkania;zł;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,01;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,07;0,18;1,28;3,31;6,08;5,68;6,63;10,33;13,49;19,18
zimna woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,1;3,02;4,03;4,89;6,15
opał;zł;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,03;0,05;0,33;0,87;1,38;1,38;1,87;2,37;3,9;4,37
centralne ogrzewanie i ciepła woda;zł;.;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,04;0,43;1,47;4,24;8,49;13,97;18,85;21,07;26,46
energia elektryczna i gaz;zł;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0;0;0;.;0;0;0;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,04;0,09;1,13;3,41;6,47;8,86;11,39;14,4;17,58;19,68
na wyposażenie mieszkania;zł;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,01;0,02;0,02;.;0,03;0,03;0,03;0,03;0,05;0,06;0,08;0,09;0,11;0,13;0,21;0,86;3,64;7,09;9,14;8,93;12,43;14,29;20,45;28,56
na naukę;zł;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,03;0,03;0,06;0,17;1,16;2,89;4,43;5,42;7,02;9,19;11,71;15,11
na zdrowie;zł;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;.;0;0;0;0;.;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,03;0,09;0,63;1,76;3,29;6,51;8,85;11,14;14,74;18,04
na higienę osobistą;zł;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,04;0,05;0,08;0,24;1,46;3,1;4,82;8,15;10,01;12,73;16,31;20,71
na kulturę;zł;0;0;0;0,01;0,01;0,01;0,01;0,01;0;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,03;0,04;0,05;0,06;0,07;0,09;0,13;0,24;0,84;4,74;8,03;9,49;11,4;13,56;17,67;24,08;30,3
na sport i wypoczynek;zł;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,04;0,05;0,07;0,13;0,34;1,72;3,18;4,33;5,59;7,72;11,62;13,5;18,55
na transport i łączność;zł;0;0;0;0;0,01;0;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;.;0,03;0,04;0,03;0,04;0,05;0,07;0,09;0,09;0,11;0,13;0,25;0,83;5,38;11,54;16,24;26,2;31,4;39,13;62,2;69,36
inne;zł;0,01;0,01;0;0,01;0,01;0,01;0,01;0,01;0,01;0;0;0;0;0;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;0,02;0,02;0,03;0,04;0,04;0,05;0,09;0,29;1,99;4,62;10,85;6,02;8,48;9,27;13,68;18,12
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;8,87;13,3;18,36;21,82;30,26
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym pracowników użytkujących gospodarstwo rolne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,11;0,13;0,15;0,16;.;0,2;0,22;0,24;0,3;0,56;0,68;0,79;0,91;1,07;1,36;2,31;8,65;45,46;73,42;99,65;138,84;183,36;222,94;280,69;352,59
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,18;0,21;0,23;0,27;.;0,3;0,34;0,38;0,48;0,87;1,03;1,19;1,49;1,72;2,1;3,45;12,49;68,42;114,05;161,36;257,26;295,95;369,35;511,69;628,49
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,14;0,18;0,19;0,21;.;0,25;0,29;0,33;0,38;0,72;0,86;0,99;1,18;1,38;1,75;2,96;10,71;56,61;99,21;140,01;195,97;260,93;291,61;391,48;474,72
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,12;0,15;0,17;0,18;.;0,22;0,25;0,27;0,33;0,59;0,77;0,91;1;1,19;1,51;2,57;9,51;50,78;84,54;118,06;154,32;199,46;258,12;318,51;382,63
